the	497	russian federation	1628.0
the	565	supreme court of the united states	1450.0
the	170	deepwater horizon oil spill	1334.0
the	438	people's republic of china	1321.0
the	204	europe	1118.0
the	266	human rights	972.0
the	226	first amendment to the united states constitution	932.0
the	364	mcgill university	882.0
the	596	us congress	879.0
the	62	british petroleum	845.0
the	361	massachusetts institute of technology	799.0
the	351	mit	799.0
the	82	chess	788.0
the	379	montreal	740.0
the	162	database	705.0
the	16	algorithm	699.0
the	135	dna	676.0
the	463	public library	627.0
the	305	internet search engines and libraries	621.0
the	12	advertising	588.0
the	31	artificial intelligence	571.0
the	74	carnegie mellon university	569.0
the	59	boolean algebra	563.0
the	572	telecommunication	562.0
the	446	power transformer	554.0
the	83	chess endgame	528.0
the	608	vannevar bush	527.0
the	163	database management system	499.0
the	408	number theory	487.0
the	247	google	480.0
the	421	operating system	471.0
the	367	medicine	470.0
the	313	java (programming language)	470.0
the	540	software testing	459.0
the	452	preservation (library and archival science)	454.0
the	198	electronic health records	454.0
the	605	usability	451.0
the	602	university of minnesota	448.0
the	257	html	446.0
the	73	cancer	446.0
the	368	memory	443.0
the	238	genetics	440.0
the	219	facebook	438.0
the	396	national security agency	433.0
the	76	case western reserve university	431.0
the	648	world wide web	427.0
the	582	theory of forms	414.0
the	360	mass surveillance	405.0
the	129	cryptography	404.0
the	548	spreadsheets	399.0
the	439	perl	397.0
the	362	mathematical logic	397.0
the	433	pagerank	384.0
the	325	keypunch	384.0
the	273	imperial college london	384.0
the	222	factor analysis	383.0
the	241	geographic information systems	366.0
the	301	intellectual property	363.0
the	491	robotics	358.0
the	373	microsoft	357.0
the	403	network topology	349.0
the	567	surveillance	347.0
the	435	parallel computing	347.0
the	100	computability theory	347.0
the	296	initial public offering	338.0
the	102	computational complexity theory	338.0
the	459	programming language	331.0
the	192	dracula	328.0
the	626	web crawling	326.0
the	625	web crawler	326.0
the	114	computer networking	326.0
the	28	archie comics	326.0
the	268	ibm	323.0
the	363	mathematics	322.0
the	250	google search	318.0
the	450	predictive analytics	317.0
the	292	information society	316.0
the	479	receiver operating characteristic	312.0
the	650	xml	309.0
the	480	regression analysis	308.0
the	441	pharmacy	308.0
the	259	harmonic mean	303.0
the	570	tablebase	301.0
the	152	data mining	301.0
the	402	netscape	299.0
the	237	genetic algorithms	297.0
the	454	privacy	295.0
the	33	artificial neural network	295.0
the	559	statistics	293.0
the	354	msn search	287.0
the	344	live search	287.0
the	52	bing	287.0
the	517	search engine indexing	286.0
the	465	python (programming language)	286.0
the	294	information theory	286.0
the	276	index (search engine)	286.0
the	370	metadata	283.0
the	5	aol search	281.0
the	4	aol	281.0
the	506	sql	279.0
the	161	data warehouse	279.0
the	143	data clustering	279.0
the	88	cluster analysis	279.0
the	68	cern	276.0
the	131	cultural studies	273.0
the	44	automatic summarization	273.0
the	90	cognitive science	264.0
the	116	computer science	263.0
the	240	genres	262.0
the	260	health insurance portability and accountability act	261.0
the	468	quantum computer	260.0
the	328	knowledge discovery	260.0
the	593	type theory	259.0
the	615	virtual reality	256.0
the	290	information science	255.0
the	564	support vector machines	254.0
the	112	computer graphics	254.0
the	140	data vault modeling	252.0
the	404	neural networks	250.0
the	248	google bombing	249.0
the	101	computational chemistry	248.0
the	211	expert system	247.0
the	584	tim berners-lee	241.0
the	99	compiler	240.0
the	464	punched cards	239.0
the	538	software engineering	238.0
the	419	open directory project	234.0
the	61	bram stoker	233.0
the	79	censorship	230.0
the	423	oracle	228.0
the	524	semantic web	227.0
the	412	object-oriented programming	227.0
the	304	international standard book number	223.0
the	54	bioinformatics	221.0
the	53	bioinformatic	221.0
the	528	set theory	220.0
the	523	self-organizing map	219.0
the	109	computer animation	219.0
the	91	collaborative information seeking	219.0
the	72	cambridge university press	219.0
the	607	user interface	217.0
the	398	natural language processing	215.0
the	409	numerical analysis	214.0
the	148	data integration	214.0
the	231	functional programming	212.0
the	252	gopher (protocol)	208.0
the	190	dot-com bubble	206.0
the	269	ieee	203.0
the	183	distributed computing	203.0
the	254	grid computing	202.0
the	335	latent semantic indexing	201.0
the	166	decision making	200.0
the	499	sas (software)	199.0
the	287	information overload	199.0
the	621	wearable computer	196.0
the	400	nature (journal)	196.0
the	113	computer music	195.0
the	653	yahoo!	193.0
the	372	microarchitecture	192.0
the	63	business intelligence	192.0
the	111	computer data storage	191.0
the	41	atlantic monthly	190.0
the	265	human%e2%80%93computer interaction	189.0
the	444	police-enforced anpr in the uk	188.0
the	288	information retrieval	188.0
the	104	computational linguistics	188.0
the	556	statistical inference	187.0
the	215	extract, transform, load	186.0
the	149	data loading	186.0
the	173	digital object identifier	184.0
the	637	web search engine	180.0
the	253	graph theory	180.0
the	333	latent dirichlet allocation	179.0
the	115	computer programming	178.0
the	587	total information awareness	177.0
the	573	temporal information retrieval	177.0
the	119	concurrency control	177.0
the	458	profiling practices	175.0
the	369	meta tags	174.0
the	519	search engine optimization	172.0
the	326	keyword (internet search)	172.0
the	224	file transfer protocol	171.0
the	299	insulator (electrical)	170.0
the	233	gnu project	168.0
the	30	argonne national laboratory	168.0
the	530	slowly changing dimension	167.0
the	432	overture	167.0
the	155	data modeling	164.0
the	319	jughead jones	163.0
the	141	data analysis	163.0
the	275	index (database)	159.0
the	338	library and information science	158.0
the	117	computer vision	157.0
the	485	representational state transfer	155.0
the	127	cross-platform	154.0
the	537	software development process	153.0
the	428	orthogonality	152.0
the	613	video search engine	151.0
the	86	classification of the sciences (peirce)	151.0
the	535	software	150.0
the	436	parsing	150.0
the	110	computer architecture	150.0
the	448	precision and recall	149.0
the	45	baidu	148.0
the	469	query string	147.0
the	8	accuracy and precision	147.0
the	78	category theory	146.0
the	193	drug discovery	146.0
the	486	requirements analysis	145.0
the	417	ontology (information science)	145.0
the	416	ontologies	145.0
the	334	latent semantic analysis	145.0
the	562	subject indexing	142.0
the	46	bayes' theorem	139.0
the	470	question answering	138.0
the	646	wireless sensor network	137.0
the	425	oracle machine	137.0
the	40	association rules	136.0
the	39	association rule mining	136.0
the	38	association rule learning	136.0
the	37	association rule	136.0
the	346	logic programming	135.0
the	51	binary classification	135.0
the	42	automata theory	135.0
the	34	as we may think	134.0
the	22	alvin weinberg	134.0
the	495	routing	133.0
the	124	controlled vocabulary	131.0
the	395	national institute of standards and technology	130.0
the	393	national bureau of standards	130.0
the	467	quantitative structure%e2%80%93activity relationship	128.0
the	309	j. c. r. licklider	128.0
the	636	web scraping	127.0
the	566	surrogate key	126.0
the	510	scientific american magazine	124.0
the	500	sas institute	124.0
the	568	symbolic computation	123.0
the	481	relational database	122.0
the	23	analysis of algorithms	122.0
the	544	spearman's rank correlation coefficient	120.0
the	317	joseph marie jacquard	119.0
the	157	data snooping	119.0
the	146	data dredging	119.0
the	394	national center for supercomputing applications	118.0
the	278	informatics (academic field)	118.0
the	94	combinatorial game	118.0
the	539	software release life cycle	116.0
the	306	interpreter (computing)	116.0
the	293	information technology	116.0
the	120	condition monitoring	116.0
the	588	traffic analysis	115.0
the	542	sorrell v. ims health, inc.	115.0
the	509	science, technology and society	115.0
the	414	online analytical processing	115.0
the	590	transaction processing	113.0
the	571	tabulating machine	113.0
the	478	real-time computing	113.0
the	267	hypertext	112.0
the	356	magellan (search engine)	111.0
the	209	excite	111.0
the	181	discovery net	111.0
the	249	google drive	110.0
the	182	dissolved gas analysis	110.0
the	108	computer accessibility	110.0
the	546	spell checker	109.0
the	473	r (programming language)	109.0
the	355	machine learning	109.0
the	167	decision support system	109.0
the	95	combinatorics	109.0
the	631	web mining	108.0
the	142	data cleaning	107.0
the	475	rank order	105.0
the	60	boolean operators	105.0
the	105	computational neuroscience	103.0
the	518	search engine marketing	101.0
the	103	computational geometry	101.0
the	578	text mining	100.0
the	168	decision tree learning	98.0
the	639	webserver	96.0
the	633	web portal	96.0
the	655	yandex	95.0
the	445	positive predictive value	95.0
the	399	natural language search engine	95.0
the	178	dimensional modeling	95.0
the	496	rule of inference	94.0
the	378	modeling and simulation	94.0
the	644	wikia search	93.0
the	632	web page	92.0
the	440	personal information management	92.0
the	229	formal methods	92.0
the	555	statistical classification	91.0
the	329	knowledge organization	91.0
the	508	scalability	90.0
the	339	linkrot	90.0
the	175	dimension (data warehouse)	89.0
the	410	oclc	88.0
the	629	web form	87.0
the	0	1890 us census	87.0
the	583	theory of computation	86.0
the	526	sensitivity and specificity	86.0
the	349	matrix	86.0
the	623	web archiving	85.0
the	616	visualization (computer graphics)	85.0
the	330	knowledge visualization	85.0
the	232	fuzzy retrieval	85.0
the	36	association for computing machinery	84.0
the	594	ubm plc	83.0
the	25	anchor modeling	82.0
the	191	dots-and-boxes	81.0
the	264	human%e2%80%93computer information retrieval	79.0
the	609	vector space model	78.0
the	285	information management	78.0
the	225	filter bubble	78.0
the	482	relevance	77.0
