the sougou com	658	z39.50	0.0
the sougou com	657	yummly	0.0
the sougou com	656	yebol	0.0
the sougou com	655	yandex	0.0
the sougou com	654	yahoo! search	0.0
the sougou com	653	yahoo!	0.0
the sougou com	652	xml for analysis	0.0
the sougou com	651	xml-retrieval	0.0
the sougou com	650	xml	0.0
the sougou com	649	world wide web wanderer	0.0
the sougou com	648	world wide web	0.0
the sougou com	647	wolfram alpha	0.0
the sougou com	646	wireless sensor network	0.0
the sougou com	645	wikiseek	0.0
the sougou com	644	wikia search	0.0
the sougou com	643	wide area information server	0.0
the sougou com	642	weka (machine learning)	0.0
the sougou com	641	website mirroring software	0.0
the sougou com	640	website parse template	0.0
the sougou com	639	webserver	0.0
the sougou com	638	web search query	0.0
the sougou com	637	web search engine	0.0
the sougou com	636	web scraping	0.0
the sougou com	635	web robot	0.0
the sougou com	634	web query classification	0.0
the sougou com	633	web portal	0.0
the sougou com	632	web page	0.0
the sougou com	631	web mining	0.0
the sougou com	630	web indexing	0.0
the sougou com	629	web form	0.0
the sougou com	628	web directory	0.0
the sougou com	627	web directories	0.0
the sougou com	626	web crawling	0.0
the sougou com	625	web crawler	0.0
the sougou com	624	web cache	0.0
the sougou com	623	web archiving	0.0
the sougou com	622	webcrawler	0.0
the sougou com	621	wearable computer	0.0
the sougou com	620	w3catalog	0.0
the sougou com	619	volunia	0.0
the sougou com	618	voice search	0.0
the sougou com	617	vivisimo	0.0
the sougou com	616	visualization (computer graphics)	0.0
the sougou com	615	virtual reality	0.0
the sougou com	614	viewzi	0.0
the sougou com	613	video search engine	0.0
the sougou com	612	vertical search	0.0
the sougou com	611	veronica lodge	0.0
the sougou com	610	veronica (computer)	0.0
the sougou com	609	vector space model	0.0
the sougou com	608	vannevar bush	0.0
the sougou com	607	user interface	0.0
the sougou com	606	user expectations	0.0
the sougou com	605	usability	0.0
the sougou com	604	uppsala monitoring centre	0.0
the sougou com	603	uplift modelling	0.0
the sougou com	602	university of minnesota	0.0
the sougou com	601	university of geneva	0.0
the sougou com	600	university of calabria	0.0
the sougou com	599	united states national research council	0.0
the sougou com	598	uncertain inference	0.0
the sougou com	597	ubiquitous computing	0.0
the sougou com	596	us congress	0.0
the sougou com	595	uima	0.0
the sougou com	594	ubm plc	0.0
the sougou com	593	type theory	0.0
the sougou com	592	true knowledge	0.0
the sougou com	591	trevor hastie	0.0
the sougou com	590	transaction processing	0.0
the sougou com	589	training set	0.0
the sougou com	588	traffic analysis	0.0
the sougou com	587	total information awareness	0.0
the sougou com	586	topic-based vector space model	0.0
the sougou com	585	tony kent strix award	0.0
the sougou com	584	tim berners-lee	0.0
the sougou com	583	theory of computation	0.0
the sougou com	582	theory of forms	0.0
the sougou com	581	theodor nelson	0.0
the sougou com	580	the american statistician	0.0
the sougou com	579	tf-idf	0.0
the sougou com	578	text mining	0.0
the sougou com	577	text corpora	0.0
the sougou com	576	text retrieval conference	0.0
the sougou com	575	test set	0.0
the sougou com	574	teoma	0.0
the sougou com	573	temporal information retrieval	0.0
the sougou com	572	telecommunication	0.0
the sougou com	571	tabulating machine	0.0
the sougou com	570	tablebase	0.0
the sougou com	569	systems architecture	0.0
the sougou com	568	symbolic computation	0.0
the sougou com	567	surveillance	0.0
the sougou com	566	surrogate key	0.0
the sougou com	565	supreme court of the united states	0.0
the sougou com	564	support vector machines	0.0
the sougou com	563	subspace clustering	0.0
the sougou com	562	subject indexing	0.0
the sougou com	561	structured data analysis (statistics)	0.0
the sougou com	560	stellar wind (code name)	0.0
the sougou com	559	statistics	0.0
the sougou com	558	statistical noise	0.0
the sougou com	557	statistical model	0.0
the sougou com	556	statistical inference	0.0
the sougou com	555	statistical classification	0.0
the sougou com	554	statsoft	0.0
the sougou com	553	statcounter	0.0
the sougou com	552	star schema	0.0
the sougou com	551	standard boolean model	0.0
the sougou com	550	sproose	0.0
the sougou com	549	springer verlag	0.0
the sougou com	548	spreadsheets	0.0
the sougou com	547	spider trap	0.0
the sougou com	546	spell checker	0.0
the sougou com	545	special interest group on information retrieval	0.0
the sougou com	544	spearman's rank correlation coefficient	0.0
the sougou com	543	spatial index	0.0
the sougou com	542	sorrell v. ims health, inc.	0.0
the sougou com	541	sogou.com	0.0
the sougou com	540	software testing	0.0
the sougou com	539	software release life cycle	0.0
the sougou com	538	software engineering	0.0
the sougou com	537	software development process	0.0
the sougou com	536	software design	0.0
the sougou com	535	software	0.0
the sougou com	534	society for industrial and applied mathematics	0.0
the sougou com	533	social search	0.0
the sougou com	532	social information seeking	0.0
the sougou com	531	social science research network	0.0
the sougou com	530	slowly changing dimension	0.0
the sougou com	529	sixth normal form	0.0
the sougou com	528	set theory	0.0
the sougou com	527	sequence mining	0.0
the sougou com	526	sensitivity and specificity	0.0
the sougou com	525	semantic search	0.0
the sougou com	524	semantic web	0.0
the sougou com	523	self-organizing map	0.0
the sougou com	522	selection-based search	0.0
the sougou com	521	search oriented architecture	0.0
the sougou com	520	search engine results pages	0.0
the sougou com	519	search engine optimization	0.0
the sougou com	518	search engine marketing	0.0
