the	0	1890 us census	0.0
the	1	a9.com	0.0
the	2	acm computing classification system	0.0
the	3	advise	0.0
the	4	aol	0.0
the	5	aol search	0.0
the	6	academic press	0.0
the	7	academic journal	0.0
the	8	accuracy and precision	0.0
the	9	actuate corporation	0.0
the	10	adversarial information retrieval	0.0
the	11	adverse drug reaction	0.0
the	12	advertising	0.0
the	13	aggregate (data warehouse)	0.0
the	14	aggregate function	0.0
the	15	alan emtage	0.0
the	16	algorithm	0.0
the	17	algorithm design	0.0
the	18	aliweb	0.0
the	19	alltheweb	0.0
the	20	alpha consumer	0.0
the	21	altavista	0.0
the	22	alvin weinberg	0.0
the	23	analysis of algorithms	0.0
the	24	analytics	0.0
the	25	anchor modeling	0.0
the	26	angoss	0.0
the	27	anomaly detection	0.0
the	28	archie comics	0.0
the	29	archie search engine	0.0
the	30	argonne national laboratory	0.0
the	31	artificial intelligence	0.0
the	32	artificial life	0.0
the	33	artificial neural network	0.0
the	34	as we may think	0.0
the	35	ask.com	0.0
the	36	association for computing machinery	0.0
the	37	association rule	0.0
the	38	association rule learning	0.0
the	39	association rule mining	0.0
the	40	association rules	0.0
the	41	atlantic monthly	0.0
the	42	automata theory	0.0
the	43	automated reasoning	0.0
the	44	automatic summarization	0.0
the	45	baidu	0.0
the	46	bayes' theorem	0.0
the	47	berlekamp	0.0
the	48	bibliometrics	0.0
the	49	bill inmon	0.0
the	50	binary independence model	0.0
the	51	binary classification	0.0
the	52	bing	0.0
the	53	bioinformatic	0.0
the	54	bioinformatics	0.0
the	55	biomedical	0.0
the	56	blackle.com	0.0
the	57	blekko	0.0
the	58	boogami	0.0
the	59	boolean algebra	0.0
the	60	boolean operators	0.0
the	61	bram stoker	0.0
the	62	british petroleum	0.0
the	63	business intelligence	0.0
the	64	business intelligence tools	0.0
the	65	buzzword	0.0
the	66	c. j. van rijsbergen	0.0
the	67	capps ii	0.0
the	68	cern	0.0
the	69	cikm conference	0.0
the	70	crisp-dm	0.0
the	71	calvin mooers	0.0
the	72	cambridge university press	0.0
the	73	cancer	0.0
the	74	carnegie mellon university	0.0
the	75	carrot2	0.0
the	76	case western reserve university	0.0
the	77	categorization	0.0
the	78	category theory	0.0
the	79	censorship	0.0
the	80	chacha (search engine)	0.0
the	81	chemicalize.org	0.0
the	82	chess	0.0
the	83	chess endgame	0.0
the	84	churn rate	0.0
the	85	clarabridge	0.0
the	86	classification of the sciences (peirce)	1.0
the	87	cloud storage	0.0
the	88	cluster analysis	0.0
the	89	co-occurrence	0.0
the	90	cognitive science	0.0
the	91	collaborative information seeking	0.0
the	92	collaborative search engine	0.0
the	93	column-oriented dbms	0.0
the	94	combinatorial game	0.0
the	95	combinatorics	0.0
the	96	communications of the acm	1.0
the	97	comparison of olap servers	0.0
the	98	comparison of web search engines	0.0
the	99	compiler	0.0
the	100	computability theory	0.0
the	101	computational chemistry	0.0
the	102	computational complexity theory	0.0
the	103	computational geometry	0.0
the	104	computational linguistics	0.0
the	105	computational neuroscience	0.0
the	106	computational physics	0.0
the	107	computational science	0.0
the	108	computer accessibility	0.0
the	109	computer animation	0.0
the	110	computer architecture	0.0
the	111	computer data storage	0.0
the	112	computer graphics	0.0
the	113	computer music	0.0
the	114	computer networking	0.0
the	115	computer programming	0.0
the	116	computer science	0.0
the	117	computer vision	0.0
the	118	concurrency (computer science)	0.0
the	119	concurrency control	0.0
the	120	condition monitoring	0.0
the	121	conference on information and knowledge management	0.0
the	122	conference on knowledge discovery and data mining	0.0
the	123	contextual advertising	0.0
the	124	controlled vocabulary	0.0
the	125	cornelis j. van rijsbergen	0.0
the	126	cross-language information retrieval	0.0
the	127	cross-platform	0.0
the	128	cross industry standard process for data mining	0.0
the	129	cryptography	0.0
the	130	cuil	0.0
